PH_ID	OS_ID
PH01004625G0170	OS06G0560000
PH01004627G0080	OS01G0233100
PH01004628G0080	OS11G0210300
PH01004628G0090	OS11G0210500
PH01004629G0030	OS03G0836400
PH01004629G0050	OS03G0836300
PH01004629G0120	OS03G0835900
PH01004629G0140	OS03G0835800
PH01004630G0040	OS06G0678200
PH01004630G0050	OS06G0678200
PH01004631G0100	OS07G0461600
PH01004633G0020	OS08G0152600
PH01004634G0020	OS04G0169500
PH01004637G0120	OS01G0606900
PH01004638G0050	OS07G0179500
PH01004638G0100	OS07G0179200
PH01004640G0010	OS01G0505500
PH01004640G0020	OS09G0375000
PH01004640G0030	OS09G0374900
PH01004642G0100	OS01G0283400
PH01004643G0060	OS03G0740200
PH01004647G0040	OS02G0608600
PH01004652G0010	OS05G0513400
PH01004652G0060	OS05G0513300
PH01004653G0010	OS02G0246300
PH01004653G0080	OS08G0374800
PH01004654G0090	OS03G0167500
PH01004655G0030	OS07G0616200
PH01004658G0010	OS03G0791500
PH01004658G0020	OS03G0637800
PH01004659G0030	OS01G0377000
PH01004659G0040	OS06G0642650
PH01004659G0050	OS06G0642900
PH01004659G0090	OS06G0643000
PH01004659G0100	OS02G0182500
PH01004662G0070	OS03G0565100
PH01004662G0080	OS03G0564600
PH01004663G0090	OS04G0201200
PH01004668G0050	OS02G0505400
PH01004668G0070	OS04G0382800
PH01004672G0060	OS12G0290150
PH01004673G0010	OS08G0109900
PH01004673G0050	OS08G0110000
PH01004673G0060	OS08G0109900
PH01004673G0150	OS08G0109800
PH01004676G0020	OS07G0209100
PH01004676G0030	OS07G0209000
PH01004678G0050	OS01G0830700
PH01004678G0090	OS01G0830500
PH01004678G0100	OS09G0513100
PH01004681G0060	OS03G0652100
PH01004682G0110	OS03G0651000
PH01004683G0020	OS07G0182400
PH01004685G0110	OS03G0346700
PH01004686G0010	OS12G0515400
PH01004686G0030	OS08G0482100
PH01004686G0060	OS08G0482600
PH01004687G0080	OS03G0336200
PH01004689G0100	OS04G0632500
PH01004691G0100	OS03G0664700
PH01004695G0070	OS06G0260000
PH01004704G0020	OS01G0692600
PH01004704G0110	OS03G0784000
PH01004706G0010	OS08G0487800
PH01004706G0090	OS08G0547500
PH01004707G0030	OS10G0523700
PH01004707G0070	OS01G0293200
PH01004709G0060	OS01G0300600
PH01004709G0070	OS01G0300200
PH01004710G0120	OS05G0479800
PH01004711G0060	OS06G0552400
PH01004712G0080	OS03G0276300
PH01004715G0010	OS03G0823400
PH01004715G0040	OS08G0432800
PH01004717G0030	OS07G0447800
PH01004717G0050	OS07G0447800
PH01004719G0070	OS04G0693000
PH01004724G0070	OS02G0184000
PH01004724G0090	OS06G0644200
PH01004727G0150	OS12G0612700
PH01004729G0010	OS03G0427000
PH01004732G0010	OS12G0119000
PH01004732G0020	OS12G0118400
PH01004732G0050	OS11G0118600
PH01004733G0080	OS07G0180100
PH01004736G0020	OS02G0670400
PH01004736G0040	OS09G0550000
PH01004736G0110	OS02G0669900
PH01004739G0010	OS11G0197600
PH01004739G0030	OS01G0882300
PH01004739G0040	OS12G0182300
PH01004739G0070	OS11G0195800
PH01004741G0050	OS05G0364600
PH01004743G0090	OS03G0713400
PH01004743G0100	OS03G0713200
PH01004743G0110	OS03G0713100
PH01004745G0040	OS01G0183800
PH01004745G0050	OS09G0134500
PH01004747G0010	OS06G0531200
PH01004748G0100	OS01G0337900
PH01004749G0010	OS01G0148000
PH01004749G0020	OS01G0149350
PH01004749G0070	OS12G0570700
PH01004749G0080	OS03G0638900
PH01004753G0060	OS09G0258000
PH01004753G0080	OS09G0258000
PH01004757G0020	OS04G0546800
PH01004757G0080	OS02G0654500
PH01004757G0100	OS04G0546300
PH01004759G0060	OS09G0115600
PH01004759G0100	OS09G0115600
PH01004760G0040	OS05G0435700
PH01004761G0040	OS03G0646200
PH01004762G0020	OS02G0465400
PH01004762G0030	OS02G0465400
PH01004763G0040	OS06G0129800
PH01004763G0060	OS02G0593900
PH01004764G0030	OS03G0336000
PH01004767G0020	OS03G0293000
PH01004767G0040	OS03G0292800
PH01004767G0050	OS03G0292800
PH01004767G0070	OS03G0292200
PH01004769G0010	OS06G0142800
PH01004769G0020	OS05G0408900
PH01004769G0030	OS06G0143000
PH01004769G0040	OS12G0562100
PH01004769G0130	OS06G0143400
PH01004770G0010	OS05G0421100
PH01004770G0070	OS01G0884500
PH01004770G0130	OS05G0420600
PH01004773G0070	OS03G0681400
PH01004775G0030	OS01G0960400
PH01004776G0080	OS07G0237100
PH01004779G0050	OS06G0651300
PH01004780G0020	OS04G0166000
PH01004780G0050	OS04G0165600
PH01004783G0070	OS01G0759900
PH01004785G0070	OS03G0681900
PH01004789G0060	OS01G0745700
PH01004790G0070	OS05G0304100
PH01004791G0030	OS08G0408500
PH01004791G0080	OS08G0408200
PH01004792G0040	OS02G0297600
PH01004793G0070	OS06G0594700
PH01004795G0010	OS06G0102800
PH01004795G0030	OS02G0111600
PH01004795G0040	OS02G0111700
PH01004796G0120	OS01G0559600
PH01004798G0030	OS12G0183200
PH01004802G0020	OS01G0260800
PH01004802G0130	OS01G0261100
PH01004804G0020	OS12G0424700
PH01004804G0080	OS09G0135700
PH01004805G0020	OS03G0259300
PH01004811G0070	OS04G0425100
PH01004813G0050	OS04G0121100
PH01004816G0090	OS06G0663500
PH01004816G0100	OS02G0174200
PH01004816G0120	OS02G0174300
PH01004817G0060	OS07G0483500
PH01004818G0100	OS11G0683500
PH01004818G0120	OS11G0684000
PH01004819G0030	OS06G0128400
PH01004819G0070	OS02G0280100
PH01004820G0060	OS03G0340900
PH01004821G0050	OS02G0668400
PH01004821G0090	OS02G0668500
PH01004821G0100	OS03G0822900
PH01004822G0020	OS03G0395000
PH01004822G0050	OS03G0394900
PH01004823G0070	OS01G0646300
PH01004823G0140	OS01G0647000
PH01004825G0030	OS09G0423300
PH01004825G0130	OS09G0423200
PH01004826G0040	OS12G0158800
PH01004827G0050	OS10G0530400
PH01004827G0080	OS10G0529700
PH01004829G0010	OS10G0470700
PH01004829G0030	OS10G0470700
PH01004830G0170	OS01G0571000
PH01004831G0060	OS08G0296900
PH01004832G0100	OS08G0177300
PH01004833G0020	OS02G0727700
PH01004833G0140	OS02G0727500
PH01004834G0080	OS06G0611000
PH01004834G0110	OS06G0611100
PH01004835G0050	OS04G0338000
PH01004839G0040	OS01G0962700
PH01004839G0050	OS01G0962900
PH01004840G0030	OS10G0194300
PH01004840G0070	OS10G0194200
PH01004842G0020	OS05G0467000
PH01004842G0030	OS05G0467300
PH01004843G0030	OS07G0693400
PH01004843G0060	OS07G0693500
PH01004843G0080	OS04G0691700
PH01004849G0030	OS03G0193225
PH01004849G0060	OS03G0194100
PH01004849G0100	OS03G0194300
PH01004850G0080	OS01G0589200
PH01004851G0060	OS05G0418100
PH01004853G0070	OS05G0209500
PH01004854G0090	OS03G0797000
PH01004855G0070	OS01G0134700
PH01004855G0080	OS01G0134500
PH01004857G0050	OS01G0834700
PH01004857G0070	OS03G0213400
PH01004857G0080	OS05G0465000
PH01004857G0110	OS01G0835000
PH01004857G0140	OS01G0835000
PH01004858G0010	OS06G0275800
PH01004858G0040	OS06G0275900
PH01004858G0060	OS06G0275900
PH01004862G0050	OS03G0363500
PH01004864G0030	OS08G0375800
PH01004865G0070	OS05G0429900
PH01004866G0030	OS03G0193000
PH01004866G0070	OS10G0369000
PH01004867G0080	OS12G0428600
PH01004868G0060	OS10G0575800
PH01004868G0120	OS10G0575600
PH01004870G0100	OS03G0671800
PH01004872G0080	OS08G0127700
PH01004874G0030	OS01G0253900
PH01004875G0020	OS03G0684500
PH01004875G0030	OS03G0684700
PH01004875G0100	OS03G0685100
PH01004876G0080	OS02G0111600
PH01004879G0020	OS02G0492800
PH01004879G0040	OS08G0345800
PH01004879G0070	OS01G0617500
PH01004880G0130	OS02G0744000
PH01004881G0020	OS02G0743500
PH01004881G0040	OS02G0743500
PH01004883G0100	OS04G0288500
PH01004884G0060	OS08G0108200
PH01004885G0040	OS06G0328800
PH01004887G0080	OS03G0275900
PH01004887G0090	OS01G0897700
PH01004889G0010	OS09G0530700
PH01004889G0040	OS09G0530500
PH01004889G0110	OS09G0530300
PH01004890G0020	OS03G0207400
PH01004890G0060	OS03G0207900
PH01004890G0070	OS03G0208500
PH01004897G0010	OS06G0544100
PH01004898G0060	OS06G0535300
PH01004898G0070	OS07G0485600
PH01004902G0020	OS04G0623300
PH01004902G0030	OS03G0358800
PH01004903G0030	OS06G0609800
PH01004904G0030	OS04G0417800
PH01004905G0040	OS02G0550600
PH01004906G0050	OS02G0126700
PH01004906G0060	OS02G0126600
PH01004913G0060	OS02G0105400
PH01004915G0020	OS11G0525600
PH01004915G0040	OS11G0525600
PH01004915G0060	OS11G0526200
PH01004916G0040	OS05G0519200
PH01004917G0040	OS08G0268900
PH01004920G0080	OS01G0248701
PH01004923G0080	OS01G0926600
PH01004923G0090	OS01G0926600
PH01004926G0040	OS01G0151900
PH01004929G0060	OS04G0127200
PH01004930G0010	OS12G0530000
PH01004931G0020	OS05G0438500
PH01004931G0030	OS01G0866400
PH01004931G0090	OS05G0439000
PH01004933G0040	OS12G0556600
PH01004933G0090	OS12G0556300
PH01004935G0010	OS01G0232800
PH01004940G0100	OS05G0183100
PH01004940G0110	OS05G0182700
PH01004941G0100	OS08G0309300
PH01004944G0070	OS04G0418000
PH01004945G0040	OS06G0612800
PH01004945G0060	OS02G0195500
PH01004948G0090	OS07G0489800
PH01004949G0070	OS02G0539500
PH01004950G0010	OS01G0660800
PH01004950G0030	OS01G0660900
PH01004952G0030	OS07G0103100
PH01004952G0040	OS07G0103200
PH01004953G0070	OS12G0454600
PH01004955G0040	OS02G0530300
PH01004956G0070	OS09G0365300
PH01004959G0010	OS09G0455300
PH01004959G0060	OS09G0455200
PH01004961G0020	OS02G0286200
PH01004961G0060	OS03G0648400
PH01004966G0010	OS03G0268600
PH01004966G0100	OS03G0268400
PH01004968G0060	OS10G0370000
PH01004969G0010	OS02G0726700
PH01004969G0020	OS02G0726600
PH01004969G0060	OS02G0726500
PH01004971G0020	OS08G0199300
PH01004971G0040	OS08G0199400
PH01004972G0030	OS03G0231800
PH01004972G0050	OS03G0231800
PH01004973G0080	OS04G0425100
PH01004976G0010	OS05G0357200
PH01004976G0080	OS05G0357800
PH01004976G0090	OS05G0358000
PH01004977G0070	OS06G0586150
PH01004978G0060	OS01G0179500
PH01004979G0080	OS11G0666100
PH01004980G0030	OS06G0717800
PH01004983G0050	OS09G0407300
PH01004984G0010	OS03G0226800
PH01004986G0060	OS11G0216400
PH01004986G0080	OS11G0216400
PH01004993G0070	OS02G0729700
PH01004998G0050	OS05G0425000
PH01004998G0090	OS05G0424800
PH01004998G0110	OS05G0424300
PH01005005G0100	OS02G0506500
PH01005007G0100	OS05G0168800
PH01005007G0130	OS02G0101700
PH01005012G0040	OS08G0483200
PH01005012G0050	OS11G0240900
PH01005012G0090	OS08G0483900
PH01005013G0060	OS01G0168400
PH01005014G0090	OS04G0564700
PH01005015G0090	OS05G0430900
PH01005019G0010	OS11G0130900
PH01005019G0090	OS03G0157900
PH01005020G0090	OS03G0807800
PH01005022G0010	OS11G0661600
PH01005027G0020	OS03G0406900
PH01005027G0040	OS09G0368900
PH01005027G0050	OS09G0368900
PH01005029G0040	OS04G0338000
PH01005032G0030	OS12G0169800
PH01005032G0040	OS11G0171500
PH01005032G0050	OS11G0171300
PH01005032G0100	OS12G0169400
PH01005032G0130	OS12G0169400
PH01005033G0020	OS05G0555600
PH01005033G0050	OS03G0717600
PH01005035G0010	OS08G0108100
PH01005035G0020	OS12G0287200
PH01005035G0040	OS08G0107600
PH01005035G0060	OS08G0107500
PH01005035G0070	OS08G0107500
PH01005036G0050	OS02G0325600
PH01005037G0050	OS05G0512600
PH01005043G0100	OS11G0633500
PH01005048G0010	OS05G0134400
PH01005048G0020	OS05G0134400
PH01005049G0060	OS12G0590500
PH01005053G0070	OS03G0617500
PH01005057G0010	OS02G0111600
PH01005060G0020	OS01G0945800
PH01005066G0010	OS04G0378200
PH01005069G0010	OS06G0526100
PH01005071G0020	OS01G0119100
PH01005072G0040	OS01G0547200
PH01005076G0020	OS11G0455800
PH01005076G0040	OS11G0456000
PH01005076G0050	OS11G0456100
PH01005077G0040	OS06G0120200
PH01005077G0060	OS09G0338200
PH01005080G0060	OS11G0492300
PH01005081G0020	OS06G0152300
PH01005081G0030	OS07G0631100
PH01005081G0040	OS06G0152500
PH01005081G0050	OS06G0152700
PH01005082G0020	OS08G0112500
PH01005083G0040	OS01G0598400
PH01005083G0060	OS02G0631500
PH01005087G0060	OS04G0692000
PH01005087G0110	OS04G0691800
PH01005089G0130	OS03G0288000
PH01005090G0060	OS03G0649050
PH01005092G0020	OS09G0365300
PH01005097G0040	OS08G0121900
PH01005099G0030	OS01G0518500
PH01005101G0100	OS08G0205150
PH01005104G0020	OS12G0564800
PH01005105G0030	OS02G0591700
PH01005105G0080	OS02G0591500
PH01005107G0030	OS06G0679700
PH01005107G0060	OS06G0679800
PH01005109G0090	OS05G0305100
PH01005110G0050	OS03G0800200
PH01005112G0010	OS08G0543500
PH01005112G0080	OS08G0543500
PH01005113G0070	OS08G0498100
PH01005114G0070	OS04G0270200
PH01005115G0030	OS06G0268500
PH01005116G0050	OS07G0264100
PH01005120G0050	OS12G0288400
PH01005123G0080	OS07G0200000
PH01005123G0100	OS07G0200700
PH01005127G0030	OS05G0593800
PH01005127G0050	OS01G0691600
PH01005129G0070	OS10G0370500
PH01005129G0100	OS08G0480200
PH01005130G0040	OS11G0640300
PH01005130G0050	OS11G0639000
PH01005130G0070	OS11G0638900
PH01005131G0060	OS08G0139700
PH01005133G0020	OS01G0600900
PH01005134G0090	OS10G0539500
PH01005134G0150	OS05G0466900
PH01005138G0020	OS07G0165200
PH01005139G0110	OS07G0109300
PH01005139G0120	OS07G0109400
PH01005142G0050	OS11G0155100
PH01005142G0080	OS11G0186800
PH01005143G0030	OS01G0851700
PH01005143G0110	OS01G0851400
PH01005144G0040	OS12G0605500
PH01005144G0080	OS09G0547300
PH01005144G0100	OS03G0638200
PH01005147G0010	OS11G0629600
PH01005151G0010	OS03G0587200
PH01005158G0020	OS03G0740700
PH01005158G0040	OS03G0740800
PH01005158G0050	OS01G0883900
PH01005158G0070	OS03G0741100
PH01005160G0020	OS12G0564800
PH01005162G0020	OS03G0833700
PH01005162G0030	OS07G0513600
PH01005165G0030	OS03G0143800
PH01005166G0040	OS11G0661600
PH01005167G0030	OS10G0417600
PH01005167G0080	OS10G0417800
PH01005172G0110	OS06G0111100
PH01005174G0050	OS03G0216700
PH01005174G0060	OS03G0216600
PH01005176G0030	OS06G0196900
PH01005177G0100	OS08G0112700
PH01005177G0110	OS08G0112800
PH01005177G0120	OS08G0112900
PH01005178G0030	OS11G0587300
PH01005184G0030	OS02G0693700
PH01005185G0040	OS03G0425200
PH01005187G0040	OS08G0110300
PH01005187G0090	OS08G0110400
PH01005189G0020	OS08G0138500
PH01005189G0060	OS07G0545100
PH01005189G0080	OS08G0138700
PH01005189G0100	OS08G0138900
PH01005189G0110	OS08G0139000
PH01005189G0120	OS08G0139100
PH01005192G0010	OS08G0437300
PH01005193G0050	OS03G0633400
PH01005193G0070	OS12G0601300
PH01005195G0090	OS02G0221500
PH01005199G0080	OS06G0289900
PH01005212G0050	OS07G0517300
PH01005214G0090	OS07G0513200
PH01005217G0040	OS04G0555000
PH01005219G0010	OS01G0510200
PH01005219G0020	OS05G0295200
PH01005222G0050	OS01G0536000
PH01005223G0070	OS08G0360300
PH01005225G0030	OS10G0426700
PH01005225G0070	OS08G0516900
PH01005226G0080	OS08G0160300
PH01005227G0010	OS01G0973600
PH01005227G0020	OS01G0974000
PH01005228G0040	OS03G0857400
PH01005232G0010	OS03G0650800
PH01005232G0020	OS03G0650900
PH01005233G0010	OS04G0420033
PH01005233G0060	OS11G0155900
PH01005233G0120	OS02G0541325
PH01005237G0010	OS08G0566100
PH01005237G0060	OS02G0131700
PH01005239G0070	OS03G0818800
PH01005240G0030	OS01G0183300
PH01005242G0030	OS03G0835100
PH01005243G0060	OS01G0742400
PH01005243G0070	OS01G0742400
PH01005245G0070	OS09G0373000
PH01005246G0060	OS05G0299700
PH01005250G0020	OS09G0563250
PH01005255G0070	OS05G0302600
PH01005256G0010	OS09G0504700
PH01005258G0010	OS02G0564500
PH01005258G0020	OS02G0564400
PH01005261G0040	OS04G0692500
PH01005264G0050	OS05G0526400
PH01005265G0030	OS03G0645900
PH01005266G0050	OS10G0112600
PH01005270G0020	OS11G0677500
PH01005272G0040	OS12G0177500
PH01005277G0030	OS11G0673200
PH01005277G0050	OS06G0472400
PH01005277G0060	OS11G0673100
PH01005277G0080	OS11G0673000
PH01005277G0090	OS11G0672900
PH01005281G0050	OS05G0568600
PH01005282G0020	OS07G0205500
PH01005282G0030	OS04G0405800
PH01005285G0040	OS07G0142900
PH01005286G0020	OS06G0561200
PH01005292G0070	OS02G0769200
PH01005293G0030	OS08G0436000
PH01005293G0040	OS08G0435900
PH01005294G0050	OS11G0657300
PH01005295G0040	OS07G0264800
PH01005298G0040	OS01G0183400
PH01005298G0050	OS05G0181200
PH01005299G0020	OS05G0149200
PH01005299G0030	OS05G0149400
PH01005299G0060	OS05G0149400
PH01005299G0070	OS01G0369000
PH01005300G0060	OS10G0580400
PH01005302G0040	OS10G0109300
PH01005304G0120	OS01G0645900
PH01005306G0040	OS02G0795300
PH01005306G0050	OS01G0104000
PH01005307G0030	OS02G0277600
PH01005307G0050	OS02G0277600
PH01005309G0010	OS10G0492400
PH01005309G0050	OS10G0492300
PH01005309G0060	OS10G0492300
PH01005309G0070	OS10G0492000
PH01005309G0080	OS10G0491900
PH01005309G0090	OS01G0328400
PH01005310G0030	OS08G0427900
PH01005312G0060	OS04G0620950
PH01005312G0070	OS02G0118950
PH01005317G0040	OS02G0106300
PH01005322G0010	OS12G0479400
PH01005323G0030	OS02G0581300
PH01005323G0040	OS09G0372800
PH01005323G0060	OS09G0372900
PH01005323G0100	OS08G0412500
PH01005325G0010	OS02G0549200
PH01005326G0050	OS03G0302200
PH01005326G0080	OS03G0304400
PH01005328G0010	OS01G0692600
PH01005328G0020	OS05G0550000
PH01005331G0090	OS01G0708100
PH01005333G0010	OS04G0608100
PH01005336G0010	OS12G0564800
PH01005340G0020	OS10G0445600
PH01005340G0060	OS04G0376100
PH01005343G0030	OS05G0452900
PH01005345G0020	OS09G0470500
PH01005346G0020	OS01G0236000
PH01005346G0030	OS01G0235800
PH01005347G0090	OS11G0706100
PH01005351G0030	OS04G0639000
PH01005351G0060	OS04G0638700
PH01005352G0030	OS02G0167200
PH01005352G0040	OS02G0167100
PH01005352G0060	OS02G0167000
PH01005352G0110	OS02G0295700
PH01005355G0010	OS12G0420400
PH01005359G0100	OS04G0107600
PH01005362G0030	OS03G0809100
PH01005362G0040	OS07G0209000
PH01005362G0060	OS03G0809000
PH01005362G0110	OS07G0209100
PH01005364G0020	OS08G0560000
PH01005364G0080	OS07G0634600
PH01005367G0090	OS01G0359600
PH01005374G0050	OS02G0234300
PH01005377G0020	OS01G0654500
PH01005383G0090	OS09G0309100
PH01005384G0040	OS05G0337400
PH01005385G0080	OS01G0954100
PH01005385G0130	OS09G0378700
PH01005386G0020	OS03G0674700
PH01005389G0010	OS02G0326600
PH01005389G0030	OS09G0558900
PH01005389G0050	OS09G0558900
PH01005391G0020	OS10G0443200
PH01005393G0090	OS01G0651100
PH01005393G0100	OS05G0574000
PH01005397G0010	OS03G0423300
PH01005398G0010	OS04G0513100
PH01005398G0060	OS04G0513100
PH01005398G0070	OS04G0514400
PH01005398G0080	OS04G0514500
PH01005399G0010	OS03G0738900
PH01005400G0030	OS09G0362500
PH01005403G0070	OS01G0954900
PH01005403G0080	OS01G0955000
PH01005410G0050	OS03G0335300
PH01005410G0120	OS03G0335500
PH01005411G0070	OS05G0301600
PH01005411G0080	OS02G0227400
PH01005412G0060	OS05G0151400
PH01005412G0080	OS05G0151300
PH01005414G0010	OS08G0201100
PH01005416G0030	OS04G0121100
PH01005423G0020	OS03G0603800
PH01005423G0030	OS08G0508100
PH01005423G0060	OS08G0506700
PH01005426G0040	OS01G0300900
PH01005426G0050	OS01G0301000
PH01005428G0030	OS01G0368900
PH01005429G0020	OS10G0577900
PH01005433G0070	OS06G0250600
PH01005434G0050	OS06G0335500
PH01005435G0020	OS09G0306400
PH01005436G0030	OS07G0540100
PH01005436G0050	OS07G0541200
PH01005439G0040	OS01G0823900
PH01005440G0040	OS07G0227700
PH01005440G0060	OS07G0118800
PH01005442G0010	OS04G0131850
PH01005442G0070	OS04G0129500
PH01005448G0030	OS09G0531900
PH01005448G0090	OS09G0532000
PH01005451G0060	OS12G0496900
PH01005453G0030	OS11G0703900
PH01005459G0100	OS11G0490300
PH01005460G0120	OS06G0637500
PH01005464G0050	OS04G0182600
PH01005464G0060	OS04G0182650
PH01005464G0070	OS04G0182650
PH01005465G0050	OS02G0319100
PH01005465G0070	OS02G0319100
PH01005467G0050	OS10G0109300
PH01005468G0070	OS06G0111500
PH01005469G0070	OS09G0255400
PH01005470G0070	OS02G0223700
PH01005471G0040	OS03G0237100
PH01005471G0060	OS03G0237000
PH01005471G0080	OS03G0236966
PH01005472G0050	OS12G0174700
PH01005473G0070	OS01G0720000
PH01005475G0030	OS11G0207100
PH01005477G0050	OS07G0541200
PH01005478G0020	OS10G0528100
PH01005481G0010	OS01G0275600
PH01005485G0060	OS02G0221800
PH01005485G0110	OS02G0221500
PH01005486G0040	OS10G0400100
PH01005488G0040	OS02G0285800
PH01005491G0060	OS11G0621000
PH01005492G0020	OS12G0163800
PH01005496G0070	OS09G0379900
PH01005497G0050	OS05G0552900
PH01005497G0070	OS01G0685800
PH01005503G0030	OS08G0224700
PH01005503G0090	OS08G0224800
PH01005503G0100	OS05G0202500
PH01005513G0010	OS02G0600400
PH01005514G0020	OS02G0584700
PH01005515G0070	OS04G0461000
PH01005515G0080	OS08G0433300
PH01005515G0090	OS08G0433200
PH01005516G0020	OS08G0101000
PH01005517G0020	OS02G0326200
PH01005519G0060	OS03G0344100
PH01005519G0070	OS04G0277400
PH01005520G0070	OS08G0155400
PH01005522G0100	OS08G0101100
PH01005523G0020	OS09G0364400
PH01005525G0020	OS10G0375200
PH01005526G0030	OS12G0573200
PH01005526G0070	OS12G0573000
PH01005530G0070	OS04G0511700
PH01005530G0080	OS04G0511600
PH01005541G0020	OS12G0169000
PH01005541G0030	OS02G0550100
PH01005541G0050	OS12G0168200
PH01005541G0070	OS12G0168200
PH01005544G0060	OS02G0440000
PH01005545G0080	OS02G0833900
PH01005548G0040	OS06G0136800
PH01005548G0080	OS08G0490000
PH01005548G0100	OS06G0136700
PH01005548G0110	OS06G0136600
PH01005551G0020	OS02G0728300
PH01005551G0030	OS06G0275000
PH01005559G0020	OS04G0555400
PH01005559G0080	OS07G0141400
PH01005560G0040	OS02G0627700
PH01005560G0080	OS04G0644000
PH01005560G0090	OS04G0644100
PH01005561G0030	OS02G0745700
PH01005562G0100	OS05G0223300
PH01005563G0100	OS02G0517300
PH01005565G0050	OS06G0294200
PH01005566G0040	OS04G0512300
PH01005566G0100	OS04G0512500
PH01005567G0040	OS08G0409100
PH01005572G0060	OS05G0541750
PH01005572G0080	OS01G0560000
PH01005573G0030	OS02G0768700
PH01005573G0040	OS02G0768750
PH01005573G0060	OS06G0209300
PH01005578G0120	OS06G0699200
PH01005579G0050	OS03G0699700
PH01005581G0070	OS04G0338000
PH01005591G0010	OS03G0839200
PH01005591G0040	OS04G0656100
PH01005591G0050	OS03G0838800
PH01005592G0030	OS05G0417100
PH01005592G0050	OS05G0417100
PH01005593G0010	OS08G0428400
PH01005595G0040	OS07G0615400
PH01005605G0030	OS04G0606000
PH01005606G0120	OS05G0215800
PH01005609G0060	OS01G0299500
PH01005609G0070	OS01G0299400
PH01005610G0050	OS11G0213800
PH01005612G0020	OS02G0695900
PH01005616G0020	OS06G0503100
PH01005619G0070	OS04G0644300
PH01005626G0040	OS12G0210400
PH01005628G0020	OS08G0138600
PH01005628G0040	OS07G0545100
PH01005628G0050	OS08G0138700
PH01005628G0070	OS08G0138700
PH01005629G0060	OS11G0174000
PH01005629G0080	OS10G0531300
PH01005629G0090	OS11G0171700
PH01005634G0040	OS01G0295700
PH01005639G0010	OS12G0617900
PH01005639G0020	OS03G0403100
PH01005644G0020	OS10G0396400
PH01005647G0010	OS04G0119500
PH01005649G0010	OS04G0165900
PH01005653G0040	OS04G0432600
PH01005657G0040	OS08G0110800
PH01005657G0050	OS08G0111200
PH01005660G0030	OS04G0218100
PH01005664G0010	OS06G0654000
PH01005664G0110	OS06G0653800
PH01005665G0070	OS01G0926300
PH01005670G0050	OS01G0588900
PH01005670G0060	OS01G0588800
PH01005673G0050	OS04G0169100
PH01005676G0050	OS04G0382900
PH01005680G0040	OS01G0976950
PH01005685G0080	OS03G0371800
PH01005690G0020	OS01G0611100
PH01005690G0040	OS01G0611000
PH01005694G0030	OS07G0118300
PH01005698G0020	OS02G0178000
PH01005698G0030	OS02G0177900
PH01005698G0050	OS03G0625300
PH01005698G0070	OS02G0177800
PH01005699G0020	OS07G0609766
PH01005701G0040	OS08G0139200
PH01005704G0040	OS03G0817900
PH01005708G0020	OS08G0542900
PH01005708G0140	OS08G0543100
PH01005711G0070	OS06G0145800
PH01005712G0040	OS07G0119400
PH01005716G0070	OS03G0418000
PH01005718G0070	OS11G0461000
PH01005718G0080	OS11G0461000
PH01005720G0010	OS01G0802000
PH01005720G0030	OS01G0801901
PH01005721G0090	OS11G0479100
PH01005724G0010	OS03G0298400
PH01005724G0120	OS02G0158600
PH01005727G0030	OS12G0552300
PH01005728G0030	OS08G0430600
PH01005728G0040	OS08G0430700
PH01005736G0070	OS01G0705500
PH01005739G0080	OS04G0229100
PH01005741G0050	OS07G0109600
PH01005750G0010	OS05G0279900
PH01005754G0020	OS06G0609700
PH01005755G0060	OS01G0582600
PH01005757G0030	OS06G0335500
PH01005763G0020	OS02G0730000
PH01005769G0010	OS02G0771400
PH01005770G0030	OS11G0657300
PH01005771G0040	OS04G0692400
PH01005771G0070	OS08G0105000
PH01005771G0080	OS04G0692750
PH01005774G0030	OS02G0204400
PH01005779G0010	OS04G0679100
PH01005780G0020	OS09G0100800
PH01005780G0040	OS09G0101100
PH01005781G0020	OS08G0513300
PH01005784G0010	OS06G0276300
PH01005790G0010	OS07G0603300
PH01005790G0020	OS07G0603200
PH01005790G0030	OS07G0603100
PH01005796G0030	OS03G0207200
PH01005801G0070	OS05G0228000
PH01005803G0010	OS07G0686600
PH01005809G0030	OS08G0500900
PH01005811G0070	OS01G0803900
PH01005811G0080	OS08G0111800
PH01005812G0020	OS11G0704800
PH01005812G0040	OS02G0252100
PH01005814G0020	OS11G0513000
PH01005814G0060	OS11G0516000
PH01005823G0030	OS01G0956075
PH01005824G0080	OS11G0568700
PH01005827G0010	OS12G0163800
PH01005827G0020	OS12G0163800
PH01005827G0040	OS11G0162000
PH01005828G0050	OS08G0428100
PH01005830G0010	OS05G0188500
PH01005830G0060	OS01G0971900
PH01005834G0030	OS05G0302300
PH01005840G0020	OS09G0330700
PH01005842G0030	OS04G0430100
PH01005843G0020	OS04G0306400
PH01005847G0040	OS01G0609200
PH01005850G0060	OS12G0193200
PH01005851G0010	OS11G0691800
PH01005854G0030	OS06G0600700
PH01005854G0050	OS02G0723700
PH01005855G0010	OS02G0627100
PH01005860G0050	OS12G0139500
PH01005861G0020	OS05G0153000
PH01005863G0020	OS05G0436100
PH01005866G0020	OS04G0673000
PH01005867G0030	OS12G0288400
PH01005870G0010	OS02G0257500
PH01005870G0020	OS02G0257300
PH01005876G0050	OS02G0644000
